From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
HLA-A	A0A1X9I3P8	unreviewed	A0A1X9I3P8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	A0A1X9I3Q0	unreviewed	A0A1X9I3Q0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3Q1	unreviewed	A0A1X9I3Q1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3Q5	unreviewed	A0A1X9I3Q5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3Q7	unreviewed	A0A1X9I3Q7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3R4	unreviewed	A0A1X9I3R4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3R5	unreviewed	A0A1X9I3R5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3R8	unreviewed	A0A1X9I3R8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3R9	unreviewed	A0A1X9I3R9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3S3	unreviewed	A0A1X9I3S3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3S5	unreviewed	A0A1X9I3S5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3S8	unreviewed	A0A1X9I3S8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3T0	unreviewed	A0A1X9I3T0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3T2	unreviewed	A0A1X9I3T2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3T7	unreviewed	A0A1X9I3T7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3T8	unreviewed	A0A1X9I3T8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3T9	unreviewed	A0A1X9I3T9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3U0	unreviewed	A0A1X9I3U0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3U1	unreviewed	A0A1X9I3U1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3U3	unreviewed	A0A1X9I3U3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3U6	unreviewed	A0A1X9I3U6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3U9	unreviewed	A0A1X9I3U9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3V1	unreviewed	A0A1X9I3V1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3V5	unreviewed	A0A1X9I3V5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	A0A1X9I3W0	unreviewed	A0A1X9I3W0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	A0A1X9I3W1	unreviewed	A0A1X9I3W1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	A0A1X9I3W2	unreviewed	A0A1X9I3W2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	A0A1X9I3X2	unreviewed	A0A1X9I3X2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	A0A1X9I3X3	unreviewed	A0A1X9I3X3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	A0A1X9I3X4	unreviewed	A0A1X9I3X4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	A0A1X9I3X9	unreviewed	A0A1X9I3X9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	A0A1X9I3Y2	unreviewed	A0A1X9I3Y2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3Y6	unreviewed	A0A1X9I3Y6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	A0A1X9I3Y9	unreviewed	A0A1X9I3Y9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3Z3	unreviewed	A0A1X9I3Z3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I3Z6	unreviewed	A0A1X9I3Z6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I402	unreviewed	A0A1X9I402_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I403	unreviewed	A0A1X9I403_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I406	unreviewed	A0A1X9I406_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I410	unreviewed	A0A1X9I410_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I412	unreviewed	A0A1X9I412_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I415	unreviewed	A0A1X9I415_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I420	unreviewed	A0A1X9I420_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I425	unreviewed	A0A1X9I425_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I468	unreviewed	A0A1X9I468_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I479	unreviewed	A0A1X9I479_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	A0A1X9I488	unreviewed	A0A1X9I488_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	A0A1X9I498	unreviewed	A0A1X9I498_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	A0A1X9I4A5	unreviewed	A0A1X9I4A5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	A0A1X9I4B6	unreviewed	A0A1X9I4B6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I4C3	unreviewed	A0A1X9I4C3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I4D6	unreviewed	A0A1X9I4D6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I4E7	unreviewed	A0A1X9I4E7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I4G2	unreviewed	A0A1X9I4G2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I4H8	unreviewed	A0A1X9I4H8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	A0A1X9I4I8	unreviewed	A0A1X9I4I8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	A0A1X9I4J7	unreviewed	A0A1X9I4J7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	A0A1X9I4K7	unreviewed	A0A1X9I4K7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I4L5	unreviewed	A0A1X9I4L5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I4M6	unreviewed	A0A1X9I4M6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I4P2	unreviewed	A0A1X9I4P2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I5B7	unreviewed	A0A1X9I5B7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I5C7	unreviewed	A0A1X9I5C7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	A0A1X9I5D8	unreviewed	A0A1X9I5D8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	A0A1X9I5E3	unreviewed	A0A1X9I5E3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	A0A1X9I5F5	unreviewed	A0A1X9I5F5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I5G1	unreviewed	A0A1X9I5G1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I5H3	unreviewed	A0A1X9I5H3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9I5I4	unreviewed	A0A1X9I5I4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1X9PY90	unreviewed	A0A1X9PY90_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	A0A1Y5VQX9	unreviewed	A0A1Y5VQX9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1Y5VRC7	unreviewed	A0A1Y5VRC7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A1Y6MTK5	unreviewed	A0A1Y6MTK5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A1Z1EGK5	unreviewed	A0A1Z1EGK5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	A0A1Z1VXE9	unreviewed	A0A1Z1VXE9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A1Z1VXF1	unreviewed	A0A1Z1VXF1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A1Z1VXF6	unreviewed	A0A1Z1VXF6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A1Z1VXF7	unreviewed	A0A1Z1VXF7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A1Z1VXF8	unreviewed	A0A1Z1VXF8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A1Z1W2A7	unreviewed	A0A1Z1W2A7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	A0A1Z2R875	unreviewed	A0A1Z2R875_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	362
HLA-A	A0A1Z2R893	unreviewed	A0A1Z2R893_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A1Z2RP15	unreviewed	A0A1Z2RP15_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	A0A1Z2RP28	unreviewed	A0A1Z2RP28_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	A0A1Z2RP38	unreviewed	A0A1Z2RP38_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	A0A1Z2RTJ0	unreviewed	A0A1Z2RTJ0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A1Z2RTJ5	unreviewed	A0A1Z2RTJ5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A1Z2RTK1	unreviewed	A0A1Z2RTK1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A1Z2RTK2	unreviewed	A0A1Z2RTK2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A1Z2RTK7	unreviewed	A0A1Z2RTK7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A1Z2RTL3	unreviewed	A0A1Z2RTL3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A1Z2RTN7	unreviewed	A0A1Z2RTN7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A1Z2RTN8	unreviewed	A0A1Z2RTN8_HUMAN	MHC class I antigen (Major histocompatibility complex class I HLA-A-32 protein)	HLA-A HLA-A-32	Homo sapiens (Human)	365
HLA-A	A0A1Z2RTP1	unreviewed	A0A1Z2RTP1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A1Z2RTQ8	unreviewed	A0A1Z2RTQ8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A1Z2RTQ9	unreviewed	A0A1Z2RTQ9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A212MH17	unreviewed	A0A212MH17_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A218N9T3	unreviewed	A0A218N9T3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	364
HLA-A	A0A220A3H0	unreviewed	A0A220A3H0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	326
HLA-A	A0A220IGB9	unreviewed	A0A220IGB9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A222YTD5	unreviewed	A0A222YTD5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A223FKV7	unreviewed	A0A223FKV7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A223FKW4	unreviewed	A0A223FKW4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A223FKW9	unreviewed	A0A223FKW9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A223FKX1	unreviewed	A0A223FKX1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A223FKY8	unreviewed	A0A223FKY8_HUMAN	HLA class I histocompatibility antigen A alpha chain (HLA-A*0218) (MHC class I antigen)	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A223FKZ7	unreviewed	A0A223FKZ7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A223FL01	unreviewed	A0A223FL01_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A223FL07	unreviewed	A0A223FL07_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A223FL08	unreviewed	A0A223FL08_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A223FL14	unreviewed	A0A223FL14_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A223FL67	unreviewed	A0A223FL67_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A223FL72	unreviewed	A0A223FL72_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A223FL78	unreviewed	A0A223FL78_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A223FL85	unreviewed	A0A223FL85_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A223FL90	unreviewed	A0A223FL90_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A223FLI6	unreviewed	A0A223FLI6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A223FLI8	unreviewed	A0A223FLI8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A223PK90	unreviewed	A0A223PK90_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	A0A238DAL8	unreviewed	A0A238DAL8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	18
HLA-A	A0A238HCM2	unreviewed	A0A238HCM2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A238HDN6	unreviewed	A0A238HDN6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A286LD90	unreviewed	A0A286LD90_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LD92	unreviewed	A0A286LD92_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LD94	unreviewed	A0A286LD94_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LD96	unreviewed	A0A286LD96_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LD97	unreviewed	A0A286LD97_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LD98	unreviewed	A0A286LD98_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDA0	unreviewed	A0A286LDA0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDA1	unreviewed	A0A286LDA1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDA3	unreviewed	A0A286LDA3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDA4	unreviewed	A0A286LDA4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDA5	unreviewed	A0A286LDA5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDA6	unreviewed	A0A286LDA6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDA7	unreviewed	A0A286LDA7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDA8	unreviewed	A0A286LDA8_HUMAN	HLA-A25 protein (MHC class I antigen)	HLA-A HLA-A25	Homo sapiens (Human)	365
HLA-A	A0A286LDA9	unreviewed	A0A286LDA9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDB0	unreviewed	A0A286LDB0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDB1	unreviewed	A0A286LDB1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDB2	unreviewed	A0A286LDB2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDB3	unreviewed	A0A286LDB3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDB4	unreviewed	A0A286LDB4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDB6	unreviewed	A0A286LDB6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDB8	unreviewed	A0A286LDB8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDB9	unreviewed	A0A286LDB9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDC0	unreviewed	A0A286LDC0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDC1	unreviewed	A0A286LDC1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDC2	unreviewed	A0A286LDC2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDC3	unreviewed	A0A286LDC3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286LDD2	unreviewed	A0A286LDD2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286MC51	unreviewed	A0A286MC51_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286MC52	unreviewed	A0A286MC52_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286MC54	unreviewed	A0A286MC54_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A286R104	unreviewed	A0A286R104_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	A0A286R107	unreviewed	A0A286R107_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	A0A286RNF0	unreviewed	A0A286RNF0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A286RNF2	unreviewed	A0A286RNF2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A286RNF6	unreviewed	A0A286RNF6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A286RNF9	unreviewed	A0A286RNF9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	179
HLA-A	A0A286RNG0	unreviewed	A0A286RNG0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A286RNG2	unreviewed	A0A286RNG2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A286RNG3	unreviewed	A0A286RNG3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A286RNG4	unreviewed	A0A286RNG4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	178
HLA-A	A0A286RNG5	unreviewed	A0A286RNG5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A286RNG6	unreviewed	A0A286RNG6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A286RNG7	unreviewed	A0A286RNG7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A286RNG8	unreviewed	A0A286RNG8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A286RNG9	unreviewed	A0A286RNG9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A286RNH0	unreviewed	A0A286RNH0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286RNH2	unreviewed	A0A286RNH2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286RNH6	unreviewed	A0A286RNH6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286RNH8	unreviewed	A0A286RNH8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A286RNH9	unreviewed	A0A286RNH9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286RNI0	unreviewed	A0A286RNI0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	A0A286RNI5	unreviewed	A0A286RNI5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A286RNI7	unreviewed	A0A286RNI7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	362
HLA-A	A0A286RYQ4	unreviewed	A0A286RYQ4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	91
HLA-A	A0A288Q8S1	unreviewed	A0A288Q8S1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288Q8S4	unreviewed	A0A288Q8S4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288Q8S9	unreviewed	A0A288Q8S9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288Q8T6	unreviewed	A0A288Q8T6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288Q8T9	unreviewed	A0A288Q8T9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288Q8U2	unreviewed	A0A288Q8U2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288Q8U7	unreviewed	A0A288Q8U7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288Q8V2	unreviewed	A0A288Q8V2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288Q8V4	unreviewed	A0A288Q8V4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288Q8V9	unreviewed	A0A288Q8V9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288Q8W0	unreviewed	A0A288Q8W0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288Q8W7	unreviewed	A0A288Q8W7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288Q8X5	unreviewed	A0A288Q8X5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288Q9J8	unreviewed	A0A288Q9J8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288Q9K5	unreviewed	A0A288Q9K5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288Q9L3	unreviewed	A0A288Q9L3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288Q9L9	unreviewed	A0A288Q9L9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288Q9M5	unreviewed	A0A288Q9M5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288Q9N3	unreviewed	A0A288Q9N3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288Q9P2	unreviewed	A0A288Q9P2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288QBX4	unreviewed	A0A288QBX4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288QBY1	unreviewed	A0A288QBY1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288QBZ0	unreviewed	A0A288QBZ0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288QC03	unreviewed	A0A288QC03_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288QC11	unreviewed	A0A288QC11_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288QC20	unreviewed	A0A288QC20_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288QC30	unreviewed	A0A288QC30_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288QCN9	unreviewed	A0A288QCN9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288QCP7	unreviewed	A0A288QCP7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	A0A288QCQ8	unreviewed	A0A288QCQ8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
