sgRNA	Gene	d5_rep2	d5_rep3	d15_rep2	d15_rep3
gRNA_3115	Ep300	481.54714385058696	181.55558359496044	242.46646857291088	219.96965998175563
gRNA_3142	Epha3	486.23601574786625	441.78525341440377	310.8213772663379	538.9256669553013
gRNA_3143	Epha3	349.7898435370378	444.20599452900325	666.7827885755049	350.576645595923
gRNA_3220	Epha3	128.94397717518152	41.152598948191034	63.19604765996081	82.48862249315836
gRNA_3221	Epha3	265.8590365757379	196.0800302825573	174.11155987948388	197.97269398358006
gRNA_3224	Epha5	651.7531937218265	380.0563549921172	523.6243948968182	433.06526808908137
gRNA_3225	Epha5	86.74413009966756	175.50373080846177	107.04636644442341	97.61153661690405
gRNA_3249	Epha5	192.24374778845242	285.64745152273775	217.9618786639465	228.21852223107146
gRNA_3250	Epha5	349.7898435370378	421.2089539403082	869.2680841390528	518.3035113320117
gRNA_3251	Epha5	956.9987542347108	797.6341972605262	968.576159033277	1230.4552855229454
gRNA_3283	Epha5	113.93958710388766	85.93630956828127	197.3264345300817	109.98482999087781
gRNA_3313	Epha7	385.8941571460887	295.3304159811357	512.0169575715192	417.94235396533566
gRNA_3314	Epha7	428.56289141133055	395.79117223701377	827.9971958713234	606.291375324714
gRNA_3340	Epha7	1282.875351095624	911.4090296467015	671.9416496089711	1341.8149258887092
gRNA_3341	Epha7	504.0537289575277	289.278563194637	482.35350662908866	343.70259372149314
gRNA_3383	Epha7	693.4841536076125	1161.9557350077469	1185.2483224388568	1273.0744071444105
gRNA_3415	Ephb1	514.3692471315422	284.43708096543804	268.2607737402418	371.1988012192126
gRNA_3416	Ephb1	256.95017997090713	325.5896799136291	234.7281770227116	258.46435047856284
gRNA_3469	Erbb2	1250.0532478146688	1741.7232319543205	1403.2102011028035	1722.6373997321236
gRNA_3470	Erbb2	286.4900729237669	457.5200706593003	398.52201483526306	204.8467458580099
gRNA_3471	Erbb2	764.2861192565304	918.6712529904999	1296.16383465838	798.76482780875
gRNA_3502	Erbb2	782.1038324661919	1066.3364609810676	969.8658742916435	761.6449476868288
gRNA_3503	Erbb2	156.60832136912953	192.44891861065807	247.62532960637708	90.7374847424742
gRNA_3510	Erbb2	25.788795435036302	3.631111671899209	60.61661714322772	0.0
gRNA_3511	Erbb2	180.99045523498205	65.36001009418575	90.2800680856583	98.98634699179003
gRNA_3515	Erbb2	1072.3450029077821	1152.272770549349	1066.5945186691345	1332.1912532645074
gRNA_3516	Erbb3	976.223129013556	670.5452887440539	657.7547817669391	611.7906168242578
gRNA_3517	Erbb3	383.549721197449	461.15118233119955	631.9604765996081	354.70107672058094
gRNA_3518	Erbb3	475.4516103841238	646.3378775980592	604.8764561739107	394.5705775922741
gRNA_3522	Erbb3	362.91868484941995	514.4074868523879	535.2318322221171	213.09560810732575
gRNA_3523	Erbb3	135.50839783137258	286.8578220800375	113.49494273625615	174.6009176105185
gRNA_3524	Erbb3	214.7503328953932	399.42228390891296	156.0555462623522	331.3293003475194
gRNA_3525	Erbb3	259.2946159195468	254.17781703294463	168.95269884601768	595.2928923256261
gRNA_3543	Erbb3	874.0057216528667	1030.0253442620756	1846.8722499808955	1653.896880987825
gRNA_3544	Erbb3	823.3659051622499	1227.3157451019326	858.9503620721205	1259.326303395551
gRNA_3545	Erbb3	131.7573003135491	123.4577968445731	107.04636644442341	123.73293373973753
gRNA_3569	Erbb3	682.6997482438701	746.7986338539373	699.0256700346686	908.7496577996279
gRNA_3570	Erbb3	644.2509986861796	549.5082330140802	384.3351469932311	566.4218744530207
gRNA_3571	Erbb3	328.2210328095529	343.7452382731251	389.49400802669726	552.673770704161
gRNA_3572	Erbb3	476.8582719533076	307.434121554133	448.82090991155843	239.21700523015923
gRNA_3577	Erbb3	726.7751440782957	1146.2209177628504	1070.4636644442342	1132.8437489060414
gRNA_3578	Erbb3	1039.054012437099	1952.3277089244746	2013.2455183101802	1684.1427092353165
gRNA_3579	Erbb3	239.1324667612457	534.9837863264835	185.7189972047828	148.47952048768505
gRNA_3580	Erbb3	581.4201152626366	833.9453139795183	602.2970256571775	1145.2170422800152
gRNA_3626	Erbb4	60.01756028517539	29.04889337519367	67.06519343506045	79.73900174338641
gRNA_3666	Ercc2	3.751097517823462	7.262223343798418	7.738291550199284	0.0
gRNA_3676	Ercc2	320.718837773906	205.76299474095518	272.12991951534144	336.82854184706326
gRNA_3677	Ercc2	159.42164450749715	271.12300483514093	134.1303868701209	213.09560810732575
gRNA_3679	Ercc2	670.5086813109439	1417.3439225979912	1799.1527854213334	1590.6556037430703
gRNA_3680	Ercc2	1432.4503646188346	3052.554545509935	3398.399705795852	2056.716320829415
gRNA_3681	Ercc2	595.4867309544746	1171.6386994661448	1398.0513400693371	1010.4856255411898
gRNA_3682	Ercc2	227.4102870180474	268.70226372054145	978.8938811002093	538.9256669553013
gRNA_3685	Ercc2	368.0764439364272	551.9289741286798	429.47518103606023	200.722314733352
gRNA_3686	Ercc2	36.57320079877876	24.207411145994726	34.822311975896774	97.61153661690405
gRNA_3692	Ercc2	428.0940042216026	479.30674069069556	430.76489629442676	400.06981909181803
gRNA_3693	Ercc2	1472.7746629354367	2415.8996323702736	2075.1518507117744	2172.2003923198367
gRNA_3694	Ercc2	601.5822644209377	570.0845324881758	499.1198049878538	519.6783217068976
gRNA_3698	Ercc2	217.09476884403287	370.3733905337193	157.34526152071876	163.60243461143074
gRNA_3699	Ercc2	329.62769437873675	665.7038065148549	532.652401705384	148.47952048768505
gRNA_3703	Ercc2	50.1709293008888	45.99408117738998	32.242881459163684	50.86798387078098
gRNA_3704	Ercc2	334.785453465744	170.6622485792628	145.73782419541985	328.57967959774743
gRNA_3705	Ercc2	218.50143041321667	370.3733905337193	398.52201483526306	379.44766346852845
gRNA_3711	Ercc2	605.3333619387612	634.2341720250619	518.465533863352	332.70411072240535
gRNA_3712	Ercc2	574.3868074167176	1011.8697859025796	846.053209488455	669.5326525694686
gRNA_3754	Ercc4	180.99045523498205	68.99112176608497	383.0454317348645	180.1001591100624
gRNA_3755	Ercc4	114.4084742936156	90.77779179748022	82.54177653545902	136.1062271137113
gRNA_3804	Erg	36.10431360905082	47.20445173468971	19.345728875498207	13.748103748859727
gRNA_3805	Erg	15.004390071293848	0.0	2.5794305167330944	9.623672624201808
gRNA_3806	Erg	42.19984707551395	20.576299474095517	15.476583100398567	17.872534873517644
gRNA_3838	Esr1	429.5006657907864	791.5823444740275	375.30714018466523	226.84371185618548
gRNA_3842	Esr1	888.5412245344326	929.5645880061975	834.445772163156	907.3748474247419
gRNA_3843	Esr1	879.1634807398739	1606.16172953675	1005.9779015259069	753.396085437513
gRNA_3861	Esr1	682.2308610541421	640.2860248115605	601.007310398811	741.0227920635392
gRNA_3868	Esr1	1047.4939818522018	927.1438468915981	922.1464097320812	999.4871425421021
gRNA_3905	Etv6	118.62845900116699	82.30519789638207	47.71946455956225	111.35964036576378
gRNA_3906	Etv6	62.830883423542986	116.19557350077469	1.2897152583665472	5.49924149954389
gRNA_3907	Etv6	100.3418586017776	123.4577968445731	55.45775610976153	130.6069856141674
gRNA_3908	Etv6	144.41725443620328	107.72297959967653	121.23323428645544	160.8528138616588
gRNA_3909	Etv6	251.7924208838999	148.87557854786758	238.59732279781124	229.59333260595741
gRNA_3923	Etv6	971.5342571162766	922.3023646623991	589.399873073512	948.6191586713211
gRNA_3924	Etv6	1298.8175155463737	1736.8817497251216	1889.4328535069917	2026.4704925819235
gRNA_3925	Etv6	291.64783201077415	193.6592891679578	92.8594986023914	148.47952048768505
gRNA_3926	Etv6	147.23057757457087	65.36001009418575	92.8594986023914	87.98786399270224
gRNA_3964	Ezh2	451.5383637079992	394.58080167971406	273.419634773708	261.2139712283348
gRNA_3975	Ezh2	278.51899069839203	366.7422788618201	272.12991951534144	408.31868134113387
gRNA_3976	Ezh2	69.39530407973405	41.152598948191034	21.925159392231304	13.748103748859727
gRNA_3985	Ezh2	66.11309375163852	21.786670031395253	34.822311975896774	57.74203574521085
gRNA_3995	Fas	2454.6244382257278	3669.8435297328006	3296.5122003848946	2937.9697711313233
gRNA_3996	Fas	1060.622823164584	1437.9202220720867	1468.9856792794972	1374.8103748859726
gRNA_4012	Fat1	295.39892952859765	336.4830149293267	281.1579263239073	195.2230732338081
gRNA_4021	Fat1	0.0	0.0	0.0	0.0
gRNA_4032	Fat1	109.25071520660833	122.24742628727337	279.8682110655407	207.59636660778185
gRNA_4033	Fat1	732.4017903550309	1405.2402170249939	1636.6486628671485	1561.7845858704648
gRNA_4104	Fbxw7	195.52595811654797	124.66816740187284	168.95269884601768	239.21700523015923
gRNA_4105	Fbxw7	127.5373156059977	88.35705068288075	61.90633240159427	112.73445074064975
gRNA_4106	Fbxw7	184.27266556307757	96.8296445839789	61.90633240159427	83.86343286804433
gRNA_4111	Fbxw7	536.4069450487551	771.006044999932	456.5592014617577	786.3915344347763
gRNA_4116	Fbxw7	420.1229219962278	469.6237762322977	455.2694862033912	552.673770704161
gRNA_4117	Fbxw7	1059.685048785128	1076.0194254394655	1272.948960007782	2037.4689755810114
gRNA_4118	Fbxw7	183.80377837334964	168.24150746466336	85.12120705219212	195.2230732338081
gRNA_4119	Fbxw7	380.2675108693535	519.2489690815869	367.56884863446595	424.81640583976554
gRNA_4141	Fbxw7	428.0940042216026	209.39410641285437	352.0922655340674	292.8346098507122
gRNA_4142	Fbxw7	216.156994464577	220.287441428552	147.02753945378637	162.22762423654476
gRNA_4143	Fbxw7	106.90627925796866	36.31111671899209	216.67216340557994	70.11532911918461
gRNA_4144	Fbxw7	145.35502881565915	197.29040083985703	136.709817386854	53.61760462055293
gRNA_4191	Fgf4	700.0485742638036	789.1616033594281	1054.9870813438356	774.0182410608026
gRNA_4192	Fgf4	858.063557202117	1152.272770549349	1376.1261806771058	1587.9059829932983
gRNA_4193	Fgf4	459.978333123102	1067.5468315383673	1316.7992787922446	971.9909350443826
gRNA_4194	Fgf4	748.8128419955086	1521.4357905257684	851.2120705219212	952.743589795979
gRNA_4195	Fgf4	1045.61843309329	1076.0194254394655	927.3052707655474	1451.799755879587
gRNA_4213	Fgfr1	349.7898435370378	222.70818254315148	192.16757349661555	360.2003182201248
gRNA_4225	Fgfr1	565.0090636221589	515.6178574096876	615.194178240843	741.0227920635392
gRNA_4226	Fgfr1	515.3070215109981	496.25192849289186	502.98895076295344	672.2822733192406
gRNA_4246	Fgfr2	61.893109044087126	128.29927907377206	23.21487465059785	53.61760462055293
gRNA_4247	Fgfr2	698.6419126946198	656.0208420564571	380.46600121813145	532.0516150808714
gRNA_4248	Fgfr2	193.65040935763622	187.60743638145914	98.01835963585759	186.97421098449226
gRNA_4261	Fgfr2	304.7766733231563	303.8030098822338	371.4379944095656	152.60395161234297
gRNA_4262	Fgfr2	21.099923537756975	41.152598948191034	1.2897152583665472	26.12139712283348
gRNA_4263	Fgfr2	114.87736148334352	119.82668517267389	101.88750541095723	130.6069856141674
gRNA_4302	Fgfr3	355.416489813773	555.5600858005789	434.6340420695264	543.0500980799592
gRNA_4303	Fgfr3	681.7619738644142	697.1734410046481	869.2680841390528	555.4233914539329
gRNA_4304	Fgfr3	500.30263143970427	908.9882885321019	266.9710584818753	259.8391608534488
gRNA_4329	Fgfr3	591.2667462469232	915.0401413186006	740.2965583023981	764.3945684366007
gRNA_4330	Fgfr3	490.45600045541767	530.1423040972845	451.40034042829154	466.0607170863447
gRNA_4331	Fgfr3	289.3033960621345	348.58672050232406	549.4187000641491	485.30806233474834
gRNA_4357	Fgfr4	180.05268085552618	254.17781703294463	126.39209531992162	149.854330862571
gRNA_4419	Flt1	798.9837712963974	665.7038065148549	527.4935406719178	973.3657454192686
gRNA_4421	Flt1	214.28144570566528	222.70818254315148	363.6997028593663	235.0925741055013
gRNA_4422	Flt1	304.30778613342835	497.46229905019163	322.4288145916368	219.96965998175563
gRNA_4440	Flt3	621.7444135792389	911.4090296467015	1125.9214205539956	906.0000370498559
gRNA_4447	Flt3	19.22437477884524	36.31111671899209	103.17722066932377	15.122914123745698
gRNA_4459	Flt3	188.02376308090103	199.71114195445648	241.17675331454433	83.86343286804433
gRNA_4460	Flt3	69.86419126946198	52.04593396388866	28.373735684064037	72.86494986895654
gRNA_4461	Flt3	493.7382107835132	679.0178826451521	812.5206127709248	812.5129315576098
gRNA_4547	Foxa1	417.7784860475881	1038.4979381631738	993.0807489422414	786.3915344347763
gRNA_4548	Foxa1	1008.5763451047834	872.6771718131099	1232.9677869984191	1365.1867022617707
gRNA_4549	Foxa1	408.4007422530294	469.6237762322977	380.46600121813145	474.30957933566054
gRNA_4550	Foxa1	347.9142947781261	532.563045211884	408.83973690219545	565.0470640781348
gRNA_4562	Foxa1	361.5120232802362	317.11708601253093	860.240077330487	456.4370444621429
gRNA_4567	Foxa1	133.1639618827329	225.12892365775096	91.56978334402486	23.371776373061532
gRNA_4577	Foxa1	24.851021055580436	117.40594405807443	150.896685228886	28.871017872605425
gRNA_4578	Foxa1	27.664344193948033	13.3140761302971	1.2897152583665472	12.373293373973754
gRNA_4586	Foxa1	1240.206616830382	1851.8669526685965	2091.9181490705396	1229.0804751480596
gRNA_4587	Foxa1	295.39892952859765	639.0756542542608	671.9416496089711	577.4203574521085
gRNA_4589	Foxa1	690.201943279517	1158.3246233358477	871.847514655786	888.1275021763383
gRNA_4590	Foxa1	1542.1699670151709	1723.5676735948246	1142.6877189127608	1897.2383173426422
gRNA_4591	Foxa1	906.827824933822	1111.1201716011578	1346.4627297346753	1092.9742480343482
gRNA_4621	Foxo1	38.91763674741842	125.87853795917258	9.02800680856583	2.749620749771945
gRNA_4622	Foxo1	274.7678931805686	259.0192992621436	588.1101578151455	625.5387205731175
gRNA_4627	Foxo1	143.01059286701948	123.4577968445731	314.69052304143753	257.0895401036769
gRNA_4628	Foxo1	102.68629455041727	32.68000504709288	33.532596717530225	30.245828247491396
gRNA_4665	Foxp1	77.3663863051089	146.4548374332681	39.98117300936296	48.11836312100904
gRNA_4704	Fyn	243.82133865852504	729.853446051741	243.7561838312774	202.09712510823798
gRNA_4734	Gata2	157.07720855885748	151.29631966246703	162.50412255418496	239.21700523015923
gRNA_4735	Gata2	419.6540348064998	222.70818254315148	571.3438594563804	576.0455470772225
gRNA_4770	Gata3	228.8169485872312	145.24446687596836	192.16757349661555	177.35053836029047
gRNA_4782	Gata3	111.12626396552007	133.140761302971	72.22405446852665	145.7298997379131
gRNA_4783	Gata3	443.09839429289644	626.9719486812634	488.8020829209214	379.44766346852845
gRNA_4826	Gli1	115.8151358627994	122.24742628727337	30.953166200797135	127.85736486439545
gRNA_4827	Gli1	27.664344193948033	76.25334510988338	375.30714018466523	31.62063862237737
gRNA_4828	Gli1	137.3839465902843	303.8030098822338	264.39162796514216	321.7056277233176
gRNA_4829	Gli1	388.23859309472834	505.9348929512898	531.3626864470175	548.5493395795031
gRNA_4858	Gna13	557.0379813967841	715.3289993641441	1113.0242679703304	1080.6009546603746
gRNA_4884	Gnas	902.6078402262706	1160.7453644504471	907.9595418900492	1031.1077811644793
gRNA_4885	Gnas	427.62511703187465	273.5437459497404	264.39162796514216	338.2033522219493
gRNA_4888	Gnas	34.69765203986702	22.99704058869499	47.71946455956225	8.248862249315835
gRNA_4889	Gnas	135.03951064164463	206.97336529825492	81.25206127709248	83.86343286804433
gRNA_4893	Gnb1	263.0457134373703	251.75707591834515	88.99035282729176	112.73445074064975
gRNA_4894	Gnb1	277.5812163189362	285.64745152273775	214.09273288884683	273.58726460230855
gRNA_4961	Grin2a	195.05707092682002	194.86965972525755	226.9898854725123	48.11836312100904
gRNA_4969	Grin2a	81.11748382293237	71.41186288068444	47.71946455956225	52.24279424566696
gRNA_5176	Hras	154.7327726102178	135.56150241757047	110.91551221952307	148.47952048768505
gRNA_5194	Idh2	793.8260122093901	618.4993547801653	975.0247353251096	764.3945684366007
gRNA_5227	Igf1r	248.51021055580435	180.3452130376607	157.34526152071876	233.71776373061533
gRNA_5228	Igf1r	82.52414539211617	15.734817244896572	72.22405446852665	180.1001591100624
gRNA_5229	Igf1r	922.3011021948437	1308.410572441015	999.5293252340741	820.7617938069257
gRNA_5236	Igf1r	672.8531172595835	692.3319587754492	846.053209488455	415.1927332155637
gRNA_5237	Igf1r	314.6233043074429	274.7541165070401	496.5403744711207	456.4370444621429
gRNA_5319	Ikzf1	625.4955110970623	1055.44312596537	1235.5472175151522	789.1411551845482
gRNA_5372	Inha	147.23057757457087	243.284482017247	416.57802845239473	303.8330928497999
gRNA_5373	Inha	368.0764439364272	242.07411145994726	337.90539769203536	268.0880231027647
gRNA_5374	Inha	83.93080696129996	173.0829896938623	63.19604765996081	57.74203574521085
gRNA_5454	Inpp4a	1067.187243820775	1888.1780693875887	1763.04075818707	878.5038295521365
gRNA_5455	Inpp4a	722.5551593707444	779.4786389010302	472.03578456215627	970.6161246694967
gRNA_5456	Inpp4a	904.4833889851823	796.4238267032265	572.6335747147469	639.2868243219773
gRNA_5477	Inpp4a	1227.077775518	1224.8950039873332	1178.799746147024	1026.9833500398215
gRNA_5501	Inppl1	349.3209563473099	570.0845324881758	972.4453048083766	650.285307321065
gRNA_5509	Inppl1	522.3403293569171	741.9571516247383	425.6060352609606	629.6631516977754
gRNA_5561	Insr	46.88871897279328	48.41482229198945	27.084020425697492	68.74051874429863
gRNA_5614	Irf4	240.07024114070157	174.29336025116203	254.0739058982098	228.21852223107146
gRNA_5615	Irf4	271.954570042201	225.12892365775096	487.5123676625548	252.96510897901896
gRNA_5618	Irf8	241.9457898996133	190.0281774960586	127.68181057828818	166.35205536120267
gRNA_5620	Irf8	101.27963298123348	159.7689135635652	43.85031878446261	87.98786399270224
gRNA_5621	Irf8	119.56623338062285	251.75707591834515	77.38291550199283	81.11381211827238
gRNA_5623	Irs1	451.0694765182713	705.6460349057463	762.2217176946294	508.67983870780984
gRNA_5624	Irs1	1121.1092706394872	1844.6047293247982	1726.9287309528067	1704.764864858606
gRNA_5625	Irs1	207.24813785974627	93.1985329120797	241.17675331454433	349.201835221037
gRNA_5626	Irs1	1481.6835195402675	1400.398734795795	1791.414493871134	1598.9044659923861
gRNA_5627	Irs1	1318.9796647046749	1878.4951049291908	1668.891544326312	1475.1715322526486
gRNA_5628	Irs1	734.2773391139427	872.6771718131099	1207.173481831088	893.6267436758822
gRNA_5740	Jak1	489.04933888623384	662.0726948429558	429.47518103606023	530.6768047059854
gRNA_5741	Jak1	313.21664273825905	123.4577968445731	144.4481089370533	140.23065823836922
gRNA_5742	Jak1	315.0921914971708	209.39410641285437	233.43846176434505	248.84067785436105
gRNA_5769	Jak2	149.10612633348262	59.30815730768708	126.39209531992162	144.35508936302713
gRNA_5772	Jak2	287.8967344929507	620.9200958947647	551.9981305808822	632.4127724475474
gRNA_5773	Jak2	166.92383954314406	238.44299978804804	174.11155987948388	411.0683020909058
gRNA_5776	Jak2	45.95094459333741	8.472593901098154	167.66298358765113	42.61912162146515
gRNA_5777	Jak2	309.4655452204356	183.97632470955992	228.27960073087885	90.7374847424742
gRNA_5792	Jak3	188.9615374603569	147.66520799056784	130.26124109502126	255.7147297287909
gRNA_5854	Kdm5c	51.10870368034467	88.35705068288075	82.54177653545902	85.2382432429303
gRNA_5860	Kdm5c	512.0248111829026	329.2207915855283	322.4288145916368	406.94387096624786
gRNA_5861	Kdm5c	244.7591130379809	288.06819263733723	163.7938378125515	178.72534873517642
gRNA_5864	Kdm5c	669.570906931488	498.67266960749134	523.6243948968182	298.33385135025605
gRNA_5865	Kdm5c	60.48644747490332	19.36592891679578	45.14003404282915	49.493173495895014
gRNA_5912	Kdm6a	17.817713209661445	21.786670031395253	9.02800680856583	10.99848299908778
gRNA_6000	Kdr	292.58560639023005	660.862324285656	474.6152150788894	571.9211159525646
gRNA_6063	Keap1	740.3728725804058	1068.7572020956673	1343.8832992179423	1603.028897117044
gRNA_6064	Keap1	644.2509986861796	1594.0580239637527	2445.3001298629733	1901.3627484673
gRNA_6080	Keap1	444.9739430518082	600.3437964206692	1241.995793806985	596.6677027005121
gRNA_6081	Keap1	37.97986236796255	26.6281522605942	121.23323428645544	23.371776373061532
gRNA_6086	Keap1	380.2675108693535	308.6444921114328	584.2410120400459	420.6919747151076
gRNA_6087	Keap1	460.44722031283	493.8311873782924	346.9334045006012	614.5402375740298
gRNA_6103	Kit	192.71263497818035	93.1985329120797	197.3264345300817	206.2215562328959
gRNA_6104	Kit	74.55306316674131	99.25038569857838	39.98117300936296	145.7298997379131
gRNA_6105	Kit	475.9204975738517	620.9200958947647	446.2414793948253	273.58726460230855
gRNA_6109	Kit	100.3418586017776	129.5096496310718	70.93433921016009	16.49772449863167
gRNA_6110	Kit	280.3945394573038	228.76003532965015	317.26995355817064	334.07892109729136
gRNA_6111	Kit	222.25252793104013	252.9674464756449	128.97152583665473	192.47345248403616
gRNA_6112	Kit	318.3744018252663	306.2237509968333	541.6804085139498	478.43401046031846
gRNA_6113	Kit	497.0204211116087	508.35563406588926	916.9875486986151	493.5569245840642
gRNA_6117	Kit	210.0614609981139	142.82372576136888	130.26124109502126	400.06981909181803
gRNA_6125	Kit	105.49961768878487	107.72297959967653	175.40127513785043	200.722314733352
gRNA_6134	Klf4	196.46373249600381	433.3126595133056	332.7465366585692	522.4279424566696
gRNA_6135	Klf4	291.17894482104623	180.3452130376607	95.4389291191245	193.84826285892214
gRNA_6257	Kmt2b	298.68113985669316	228.76003532965015	149.6069699705195	108.61001961599183
gRNA_6265	Kmt2b	1.875548758911731	12.103705572997363	3.869145775099642	2.749620749771945
gRNA_6266	Kmt2b	333.3787918965602	635.4445425823616	492.67122869602105	351.951455970809
gRNA_6383	Kmt2c	406.5251934941177	461.15118233119955	577.7924357482132	552.673770704161
gRNA_6384	Kmt2c	1143.1469685567001	1395.557252566596	1200.7249055392554	1290.9469420179282
gRNA_6472	Kmt2d	263.0457134373703	388.52894889321533	125.10238006155508	133.35660636393933
gRNA_6473	Kmt2d	100.3418586017776	98.04001514127864	99.30807489422413	163.60243461143074
gRNA_6479	Kmt2d	815.394822936875	721.3808521506428	1449.6399504039991	1631.8999149896495
gRNA_6480	Kmt2d	105.9685048785128	72.62223343798418	51.58861033466189	163.60243461143074
gRNA_6487	Kmt2d	36.57320079877876	106.5126090423768	49.009179817928796	57.74203574521085
gRNA_6488	Kmt2d	14.066615691837983	1.2103705572997363	0.0	0.0
gRNA_6525	Kmt2d	316.96774025608255	324.3793093563293	270.8402042569749	369.8239908443266
gRNA_6526	Kmt2d	631.1221573737974	794.0030855886271	742.8759888191312	721.7754468151356
gRNA_6527	Kmt2d	481.54714385058696	445.41636508630296	545.5495542890495	519.6783217068976
gRNA_6604	Kmt2d	328.2210328095529	321.95856824172984	358.54084182590015	195.2230732338081
gRNA_6629	Kmt2d	41.730959885786014	84.72593901098153	139.2892479035871	52.24279424566696
gRNA_6712	Kras	574.3868074167176	662.0726948429558	923.4361249904478	541.6752877050732
gRNA_6717	Kras	108.31294082715246	112.56446182887548	82.54177653545902	78.36419136850044
gRNA_6743	Lats1	522.809216546645	683.8593648743511	428.18546577769365	323.08043809820356
gRNA_6744	Lats1	369.01421831588306	223.91855310045122	634.5399071163413	721.7754468151356
gRNA_6745	Lats1	885.727901396065	778.2682683437305	1016.2956235928392	1088.8498169096904
gRNA_6759	Lats1	505.92927771643946	647.5482481553589	611.3250324657433	758.8953269370569
gRNA_6781	Lck	735.2151134933986	686.2801059889505	806.072036479092	802.889258933408
gRNA_6782	Lck	87.68190447912342	113.7748323861752	107.04636644442341	112.73445074064975
gRNA_6797	Lyn	448.72504056963163	481.72748180529504	411.41916741892857	703.902911941618
gRNA_6829	Map2k1	294.46115514914175	234.81188811614885	131.55095635338782	255.7147297287909
gRNA_6830	Map2k1	490.9248876451456	390.9496900078148	729.9788362354657	526.5523735813275
gRNA_6831	Map2k1	222.25252793104013	259.0192992621436	157.34526152071876	232.34295335572938
gRNA_6832	Map2k1	200.21483001382728	215.44595919935307	194.74700401334863	131.98179598905335
gRNA_6833	Map2k1	226.94139982831945	260.2296698194433	183.1395666880497	115.4840714904217
gRNA_6834	Map2k1	93.77743794558656	308.6444921114328	364.98941811773284	331.3293003475194
gRNA_6835	Map2k1	315.5610786868987	271.12300483514093	269.5504889986084	169.10167611097464
gRNA_6837	Map2k1	31.415441711771493	44.78371062009025	274.70935003207455	42.61912162146515
gRNA_6841	Map2k1	52.046478059800535	125.87853795917258	25.794305167330943	42.61912162146515
gRNA_6842	Map2k1	660.1931631369293	820.6312378492212	928.594986023914	1066.8528509115147
gRNA_6848	Map2k2	233.5058204845105	544.6667507848813	446.2414793948253	296.9590409753701
gRNA_6849	Map2k2	672.8531172595835	714.1186288068444	1110.444837453597	730.0243090644515
gRNA_6888	Map2k4	27.1954570042201	8.472593901098154	7.738291550199284	13.748103748859727
gRNA_6889	Map2k4	39.38652393714635	2.4207411145994726	7.738291550199284	13.748103748859727
gRNA_6890	Map2k4	74.55306316674131	12.103705572997363	11.607437325298925	15.122914123745698
gRNA_6894	Map2k4	67.05086813109439	16.94518780219631	29.663450942430586	46.743552746123065
gRNA_6895	Map2k4	12.191066932926251	6.0518527864986815	29.663450942430586	9.623672624201808
gRNA_6912	Map3k1	1097.6649111530905	873.8875423704096	1058.8562271189353	820.7617938069257
gRNA_6913	Map3k1	698.6419126946198	561.6119385870777	652.5959207334729	478.43401046031846
gRNA_6914	Map3k1	639.0932395991723	1013.0801564598793	1462.5371029876646	805.6388796831799
gRNA_6915	Map3k1	688.3263945206053	725.011963822542	897.6418198231169	1233.2049062727174
gRNA_6992	Max	590.3289718674673	1036.0771970485744	1248.4443700988177	881.2534503019084
gRNA_7029	Med12	119.09734619089492	62.93926897958629	95.4389291191245	129.23217523928142
gRNA_7143	Met	39.38652393714635	114.98520294347495	72.22405446852665	57.74203574521085
gRNA_7144	Met	89.08856604830723	117.40594405807443	33.532596717530225	120.98331298996558
gRNA_7148	Met	673.3220044493114	814.5793850627225	720.9508294268999	954.118400170865
gRNA_7150	Met	697.704138315164	504.72452239399	366.2791333760994	672.2822733192406
gRNA_7152	Met	120.97289494980664	56.8874161930876	33.532596717530225	98.98634699179003
gRNA_7170	Mga	582.8267768318204	695.9630704473484	892.4829587896506	877.1290191772505
gRNA_7171	Mga	355.88537700350093	812.1586439481231	615.194178240843	460.56147558680084
gRNA_7188	Mga	195.52595811654797	96.8296445839789	110.91551221952307	226.84371185618548
gRNA_7203	Mga	487.17379012732215	359.4800555180217	448.82090991155843	263.9635919781067
gRNA_7204	Mga	403.7118703557501	524.0904513107859	308.2419467496048	189.72383173426422
gRNA_7205	Mga	687.8575073308773	947.7201463656935	666.7827885755049	643.4112554466352
gRNA_7214	Mitf	286.02118573403897	124.66816740187284	114.7846579946227	112.73445074064975
gRNA_7264	Mlh1	231.6302717255988	133.140761302971	135.42010212848746	166.35205536120267
gRNA_7308	Msh3	120.50400776007872	158.55854300626547	128.97152583665473	125.1077441146235
gRNA_7309	Msh3	155.67054698967368	233.6015175588491	125.10238006155508	63.24127724475474
gRNA_7310	Msh3	202.55926596246695	227.5496647723504	203.77501082191446	185.5994006096063
gRNA_7384	Mtor	115.34624867307146	177.92447192306125	76.09320024362628	111.35964036576378
gRNA_7392	Mtor	330.5654687581926	121.03705572997363	255.36362115657636	149.854330862571
gRNA_7393	Mtor	279.45676507784793	133.140761302971	56.747471368128075	76.98938099361446
gRNA_7428	Mtor	189.89931183981275	255.38818759024437	184.42928194641624	200.722314733352
gRNA_7429	Mtor	28.6021185734039	150.0859491051673	82.54177653545902	130.6069856141674
gRNA_7430	Mtor	92.37077637640276	82.30519789638207	255.36362115657636	105.86039886621988
gRNA_7467	Mtor	172.55048581987924	127.08890851647232	150.896685228886	76.98938099361446
gRNA_7468	Mtor	251.32353369417194	279.5955987362391	162.50412255418496	298.33385135025605
