sgrna	gene	S1	S2	S3_5	B1	B2	B3	B4	B5	M1	M2	M3_5	input_rep1	input_rep2	input_rep3	d5_rep1	d5_rep2	d5_rep3	d15_rep1	d15_rep2	d15_rep3
gRNA_1848	Carm1	127.0	8.0	2.0	157.0	44.0	0.0	0.0	0.0	2.0	150.0	1.0	90.0	2.0	0.0	0.0	98.0	147.0	4.0	133.0	42.0
gRNA_1855	Casp8	936.0	886.0	878.0	1678.0	105.0	522.0	167.0	548.0	158.0	45.0	77.0	8.0	145.0	8.0	1.0	450.0	95.0	2.0	67.0	83.0
gRNA_1857	Casp8	420.0	689.0	73.0	837.0	596.0	350.0	136.0	674.0	71.0	125.0	133.0	221.0	314.0	37.0	5.0	340.0	98.0	5.0	57.0	109.0
gRNA_1858	Casp8	1262.0	1065.0	1299.0	1240.0	149.0	1577.0	1694.0	19.0	19.0	65.0	4.0	39.0	58.0	5.0	3.0	241.0	109.0	1.0	66.0	77.0
gRNA_1871	Cbfb	1896.0	2598.0	1599.0	1746.0	229.0	1401.0	354.0	300.0	57.0	1229.0	1025.0	269.0	665.0	62.0	4.0	1451.0	631.0	44.0	492.0	449.0
gRNA_1875	Cbfb	383.0	640.0	51.0	413.0	63.0	175.0	211.0	7.0	7.0	124.0	0.0	494.0	451.0	50.0	1.0	851.0	158.0	5.0	128.0	266.0
gRNA_1876	Cbfb	859.0	848.0	479.0	432.0	68.0	102.0	135.0	291.0	33.0	8.0	3.0	0.0	0.0	0.0	0.0	155.0	21.0	4.0	128.0	43.0
gRNA_1882	Cbl	227.0	401.0	256.0	181.0	175.0	135.0	3.0	131.0	13.0	78.0	0.0	55.0	98.0	10.0	2.0	535.0	127.0	2.0	83.0	111.0
gRNA_1898	Cbl	754.0	356.0	49.0	312.0	200.0	25.0	112.0	74.0	15.0	72.0	3.0	39.0	1.0	3.0	0.0	435.0	203.0	28.0	41.0	157.0
gRNA_1901	Cbl	2622.0	4708.0	2108.0	2596.0	854.0	1686.0	610.0	862.0	105.0	4269.0	67.0	111.0	60.0	12.0	6.0	1027.0	414.0	12.0	204.0	250.0
gRNA_1904	Cbl	400.0	113.0	49.0	17.0	97.0	103.0	537.0	264.0	1165.0	113.0	0.0	111.0	180.0	16.0	0.0	506.0	175.0	4.0	159.0	253.0
gRNA_1905	Cbl	259.0	60.0	358.0	202.0	89.0	930.0	2869.0	500.0	203.0	27.0	140.0	263.0	591.0	51.0	18.0	1632.0	930.0	301.0	897.0	619.0
gRNA_1906	Cbl	1037.0	3133.0	169.0	750.0	298.0	130.0	1440.0	272.0	29.0	349.0	0.0	1.0	0.0	0.0	1.0	241.0	35.0	2.0	36.0	40.0
gRNA_1925	Ccnd1	2547.0	801.0	569.0	652.0	201.0	651.0	274.0	42.0	75.0	85.0	1157.0	180.0	501.0	50.0	8.0	2146.0	783.0	55.0	771.0	710.0
gRNA_1928	Ccnd1	19.0	3.0	29.0	6.0	40.0	48.0	3.0	0.0	0.0	0.0	401.0	192.0	480.0	47.0	2.0	1.0	3.0	0.0	4.0	1.0
gRNA_1929	Ccnd1	246.0	306.0	512.0	101.0	126.0	688.0	21.0	19.0	5.0	0.0	0.0	98.0	512.0	41.0	1.0	831.0	461.0	14.0	259.0	529.0
gRNA_1930	Ccnd1	626.0	341.0	425.0	399.0	35.0	711.0	292.0	4.0	8.0	2.0	0.0	256.0	417.0	37.0	3.0	423.0	411.0	31.0	710.0	452.0
gRNA_1953	Ccnd3	370.0	1018.0	917.0	242.0	104.0	924.0	239.0	22.0	9.0	130.0	11.0	276.0	277.0	27.0	3.0	546.0	747.0	21.0	713.0	369.0
gRNA_1961	Ccnd3	416.0	697.0	421.0	188.0	160.0	234.0	192.0	1909.0	196.0	134.0	0.0	190.0	128.0	21.0	10.0	1027.0	542.0	10.0	426.0	324.0
gRNA_1962	Ccnd3	151.0	1800.0	1637.0	250.0	552.0	1394.0	63.0	0.0	11.0	55.0	16.0	35.0	251.0	29.0	4.0	898.0	705.0	22.0	582.0	593.0
gRNA_1963	Ccnd3	321.0	549.0	564.0	426.0	500.0	726.0	140.0	111.0	112.0	26.0	142.0	94.0	294.0	19.0	6.0	2367.0	1483.0	63.0	2382.0	1749.0
gRNA_1972	Cd79a	1411.0	739.0	192.0	536.0	282.0	225.0	1341.0	2402.0	199.0	386.0	291.0	60.0	57.0	24.0	2.0	1537.0	886.0	34.0	1083.0	783.0
gRNA_1973	Cd79a	140.0	424.0	445.0	140.0	168.0	285.0	103.0	2251.0	170.0	4725.0	13.0	9.0	90.0	7.0	1.0	2473.0	1808.0	54.0	1828.0	1846.0
gRNA_1977	Cd79a	488.0	208.0	140.0	67.0	90.0	71.0	1.0	254.0	20.0	8.0	106.0	45.0	192.0	20.0	1.0	223.0	88.0	1.0	72.0	97.0
gRNA_1978	Cd79a	288.0	493.0	859.0	125.0	125.0	339.0	1837.0	31.0	32.0	20.0	94.0	39.0	43.0	4.0	1.0	423.0	115.0	7.0	131.0	204.0
gRNA_1980	Cd79b	277.0	708.0	361.0	285.0	168.0	140.0	16.0	114.0	10.0	95.0	118.0	35.0	87.0	10.0	1.0	582.0	329.0	6.0	144.0	201.0
gRNA_1981	Cd79b	9279.0	8512.0	6904.0	9769.0	2692.0	3898.0	4758.0	2189.0	336.0	22583.0	880.0	125.0	168.0	15.0	19.0	4001.0	2723.0	77.0	2373.0	2394.0
gRNA_1983	Cd79b	4175.0	2207.0	2900.0	1513.0	712.0	3833.0	431.0	45.0	36.0	188.0	75.0	1.0	1.0	2.0	13.0	4239.0	1993.0	81.0	2106.0	1741.0
gRNA_1984	Cd79b	4000.0	3001.0	2929.0	1627.0	986.0	2887.0	1263.0	1116.0	156.0	46.0	273.0	263.0	399.0	41.0	7.0	3866.0	1778.0	88.0	1660.0	1192.0
gRNA_1985	Cd79b	4733.0	3870.0	6779.0	11007.0	946.0	5756.0	1195.0	2077.0	425.0	126.0	942.0	190.0	261.0	19.0	18.0	3790.0	1981.0	69.0	2003.0	1682.0
gRNA_1989	Cdc73	2251.0	1776.0	1408.0	958.0	394.0	2108.0	1210.0	4284.0	389.0	52.0	314.0	46.0	160.0	20.0	1.0	317.0	46.0	5.0	172.0	81.0
gRNA_1994	Cdc73	2353.0	1315.0	1802.0	370.0	540.0	1271.0	3666.0	244.0	27.0	122.0	7.0	85.0	201.0	30.0	5.0	1113.0	335.0	11.0	721.0	373.0
gRNA_1995	Cdc73	2005.0	1671.0	2088.0	1079.0	549.0	933.0	2820.0	81.0	203.0	441.0	6858.0	116.0	135.0	21.0	8.0	1252.0	685.0	16.0	549.0	743.0
gRNA_1996	Cdc73	251.0	304.0	342.0	202.0	4.0	475.0	92.0	55.0	8.0	3.0	0.0	14.0	163.0	14.0	3.0	112.0	56.0	0.0	25.0	26.0
gRNA_2011	Cdh1	1428.0	1078.0	797.0	750.0	272.0	170.0	2284.0	122.0	17.0	49.0	6.0	10.0	21.0	5.0	0.0	138.0	46.0	2.0	59.0	96.0
gRNA_2012	Cdh1	801.0	152.0	16.0	328.0	36.0	140.0	2.0	12.0	12.0	220.0	1.0	182.0	157.0	9.0	0.0	797.0	202.0	4.0	282.0	104.0
gRNA_2043	Cdk12	1309.0	3901.0	1695.0	1703.0	375.0	2160.0	1283.0	85.0	32.0	65.0	0.0	98.0	397.0	40.0	7.0	154.0	28.0	2.0	59.0	45.0
gRNA_2044	Cdk12	963.0	278.0	1090.0	3529.0	50.0	137.0	1846.0	154.0	51.0	2.0	2.0	203.0	270.0	34.0	0.0	54.0	15.0	0.0	46.0	19.0
gRNA_2105	Cdk8	511.0	644.0	834.0	803.0	88.0	577.0	2180.0	613.0	72.0	15.0	39.0	149.0	140.0	12.0	3.0	36.0	9.0	2.0	20.0	7.0
gRNA_2133	Chek2	362.0	720.0	1037.0	248.0	519.0	427.0	54.0	161.0	113.0	77.0	0.0	26.0	267.0	26.0	2.0	975.0	353.0	8.0	469.0	417.0
gRNA_2134	Chek2	267.0	51.0	40.0	227.0	0.0	5.0	43.0	128.0	36.0	0.0	1.0	262.0	205.0	16.0	1.0	173.0	15.0	2.0	50.0	42.0
gRNA_2135	Chek2	2431.0	402.0	610.0	3512.0	56.0	411.0	11.0	1350.0	179.0	8.0	1947.0	49.0	122.0	14.0	4.0	416.0	44.0	4.0	11.0	30.0
gRNA_2154	Cic	4930.0	3575.0	2130.0	2951.0	1202.0	4814.0	1271.0	405.0	3508.0	254.0	59.0	260.0	154.0	57.0	8.0	4408.0	2821.0	95.0	2755.0	2702.0
gRNA_2202	Cic	4195.0	3350.0	5776.0	4530.0	289.0	2807.0	793.0	1326.0	181.0	478.0	1611.0	148.0	293.0	49.0	6.0	1347.0	353.0	12.0	146.0	311.0
gRNA_2203	Cic	891.0	888.0	159.0	385.0	183.0	229.0	56.0	381.0	36.0	234.0	19.0	16.0	138.0	11.0	0.0	186.0	26.0	3.0	70.0	19.0
gRNA_2215	Crebbp	1428.0	574.0	438.0	244.0	302.0	339.0	206.0	132.0	12.0	0.0	268.0	102.0	3.0	0.0	2.0	183.0	90.0	4.0	37.0	57.0
gRNA_2234	Crebbp	1798.0	799.0	576.0	314.0	184.0	197.0	153.0	36.0	138.0	189.0	255.0	69.0	20.0	3.0	4.0	750.0	345.0	9.0	301.0	381.0
gRNA_2240	Crebbp	3709.0	3709.0	2136.0	1719.0	1004.0	1026.0	5855.0	238.0	57.0	92.0	125.0	204.0	355.0	41.0	10.0	727.0	557.0	21.0	539.0	258.0
gRNA_2265	Crebbp	348.0	259.0	781.0	527.0	15.0	236.0	188.0	312.0	32.0	5.0	141.0	277.0	412.0	37.0	3.0	724.0	587.0	12.0	630.0	566.0
gRNA_2268	Crebbp	2508.0	4534.0	1050.0	1280.0	638.0	1998.0	4225.0	64.0	649.0	27955.0	763.0	355.0	443.0	36.0	8.0	158.0	11.0	8.0	55.0	26.0
gRNA_2269	Crebbp	1029.0	818.0	1031.0	596.0	154.0	895.0	932.0	12.0	18.0	2.0	218.0	51.0	301.0	32.0	1.0	85.0	12.0	1.0	7.0	30.0
gRNA_2270	Crebbp	2028.0	4373.0	566.0	1283.0	107.0	417.0	322.0	4285.0	413.0	6007.0	3338.0	2.0	0.0	2.0	7.0	38.0	9.0	6.0	9.0	25.0
gRNA_2281	Crebbp	1993.0	1811.0	1841.0	3975.0	488.0	1599.0	970.0	590.0	112.0	5.0	11.0	23.0	66.0	12.0	8.0	2022.0	969.0	24.0	974.0	673.0
gRNA_2284	Crebbp	236.0	470.0	521.0	164.0	548.0	712.0	147.0	794.0	82.0	245.0	0.0	14.0	34.0	4.0	13.0	743.0	338.0	78.0	196.0	267.0
gRNA_2285	Crebbp	1911.0	414.0	636.0	223.0	325.0	400.0	504.0	5.0	8.0	803.0	28.0	36.0	55.0	10.0	3.0	695.0	536.0	16.0	119.0	292.0
gRNA_2292	Crebbp	1959.0	1394.0	424.0	1969.0	626.0	405.0	254.0	671.0	92.0	36.0	6.0	27.0	116.0	10.0	3.0	926.0	357.0	4.0	430.0	270.0
gRNA_2293	Crebbp	2228.0	1809.0	554.0	779.0	672.0	427.0	460.0	1407.0	147.0	406.0	147.0	337.0	352.0	37.0	6.0	1069.0	255.0	8.0	175.0	200.0
gRNA_2294	Crebbp	1552.0	1992.0	1528.0	2111.0	686.0	1722.0	282.0	1139.0	144.0	348.0	2.0	342.0	697.0	58.0	9.0	2414.0	918.0	33.0	1101.0	913.0
gRNA_2297	Crebbp	3482.0	3788.0	3268.0	2440.0	549.0	1269.0	584.0	3965.0	321.0	2037.0	740.0	3.0	2.0	5.0	3.0	1032.0	321.0	33.0	477.0	300.0
gRNA_2298	Crebbp	1014.0	1090.0	1502.0	1508.0	225.0	1549.0	2263.0	4569.0	365.0	71.0	490.0	37.0	160.0	9.0	2.0	768.0	242.0	10.0	337.0	393.0
gRNA_2316	Crebbp	821.0	580.0	1503.0	175.0	42.0	803.0	125.0	139.0	25.0	89.0	2.0	152.0	61.0	8.0	1.0	360.0	331.0	7.0	90.0	122.0
gRNA_2326	Crebbp	396.0	203.0	49.0	970.0	67.0	56.0	729.0	376.0	33.0	42.0	1.0	49.0	3.0	1.0	0.0	163.0	30.0	1.0	17.0	23.0
gRNA_2384	Csf3r	241.0	579.0	347.0	74.0	66.0	126.0	5.0	3.0	3.0	808.0	100.0	75.0	47.0	4.0	0.0	94.0	33.0	1.0	21.0	27.0
gRNA_2385	Csf3r	4907.0	3494.0	4198.0	3056.0	2950.0	3250.0	1964.0	17165.0	1337.0	33491.0	392.0	217.0	443.0	47.0	22.0	1044.0	690.0	67.0	631.0	496.0
gRNA_2386	Csf3r	1678.0	1577.0	517.0	767.0	317.0	729.0	549.0	783.0	76.0	1135.0	37.0	8.0	109.0	15.0	2.0	815.0	433.0	33.0	305.0	273.0
gRNA_2387	Csf3r	955.0	932.0	3425.0	567.0	191.0	2473.0	344.0	4046.0	503.0	1.0	345.0	298.0	71.0	13.0	4.0	700.0	303.0	7.0	200.0	164.0
gRNA_2388	Csf3r	120.0	252.0	323.0	123.0	58.0	624.0	223.0	17.0	48.0	10.0	0.0	40.0	61.0	6.0	1.0	67.0	9.0	2.0	4.0	8.0
gRNA_2398	Ctcf	0.0	0.0	27.0	1.0	21.0	14.0	0.0	0.0	0.0	7.0	0.0	244.0	263.0	38.0	2.0	2.0	12.0	0.0	7.0	0.0
gRNA_2399	Ctcf	5136.0	2788.0	2183.0	2532.0	371.0	1078.0	791.0	2283.0	283.0	104.0	51.0	64.0	101.0	9.0	7.0	734.0	207.0	11.0	372.0	263.0
gRNA_2401	Ctcf	0.0	0.0	0.0	0.0	0.0	39.0	1.0	0.0	0.0	59.0	0.0	59.0	150.0	15.0	0.0	19.0	0.0	0.0	4.0	0.0
gRNA_2415	Ctcf	871.0	439.0	623.0	990.0	216.0	340.0	784.0	15.0	26.0	49.0	2.0	0.0	0.0	1.0	4.0	697.0	256.0	7.0	178.0	178.0
gRNA_2416	Ctcf	4053.0	1974.0	2946.0	5796.0	869.0	1514.0	4663.0	1285.0	1479.0	413.0	6778.0	22.0	41.0	25.0	16.0	3111.0	1120.0	43.0	1190.0	783.0
gRNA_2417	Ctcf	1314.0	2339.0	1515.0	916.0	299.0	780.0	3334.0	172.0	32.0	185.0	277.0	79.0	108.0	12.0	17.0	1553.0	878.0	18.0	648.0	733.0
gRNA_2440	Ctcf	510.0	184.0	597.0	3287.0	51.0	2399.0	20.0	7437.0	518.0	29.0	59.0	0.0	1.0	0.0	15.0	1160.0	587.0	23.0	442.0	766.0
gRNA_2441	Ctcf	529.0	273.0	730.0	952.0	207.0	355.0	205.0	51.0	17.0	65.0	150.0	70.0	112.0	6.0	7.0	551.0	276.0	11.0	193.0	119.0
gRNA_2445	Ctnnb1	1392.0	1787.0	4096.0	1300.0	436.0	1679.0	478.0	1842.0	170.0	97.0	248.0	82.0	421.0	35.0	2.0	574.0	127.0	2.0	165.0	106.0
gRNA_2446	Ctnnb1	655.0	1027.0	768.0	1487.0	203.0	454.0	310.0	87.0	39.0	0.0	18.0	1.0	0.0	0.0	5.0	211.0	48.0	1.0	98.0	74.0
gRNA_2457	Ctnnb1	362.0	1590.0	1376.0	449.0	283.0	1062.0	769.0	69.0	34.0	74.0	182.0	293.0	437.0	43.0	2.0	534.0	442.0	19.0	549.0	588.0
gRNA_2458	Ctnnb1	413.0	420.0	148.0	256.0	55.0	91.0	277.0	20.0	4.0	16.0	0.0	1.0	0.0	1.0	1.0	272.0	71.0	3.0	52.0	76.0
gRNA_2466	Ctnnb1	509.0	1382.0	1610.0	296.0	369.0	4020.0	1518.0	4100.0	355.0	877.0	30.0	267.0	244.0	30.0	9.0	1555.0	1029.0	65.0	787.0	676.0
gRNA_2472	Ctnnb1	169.0	229.0	150.0	103.0	61.0	359.0	237.0	5.0	822.0	0.0	14.0	120.0	54.0	4.0	1.0	216.0	78.0	0.0	119.0	65.0
gRNA_2473	Ctnnb1	527.0	1184.0	992.0	380.0	1123.0	646.0	84.0	50.0	9.0	47.0	1.0	218.0	317.0	26.0	10.0	1348.0	733.0	91.0	765.0	480.0
gRNA_2474	Ctnnb1	528.0	1379.0	463.0	385.0	161.0	264.0	8.0	1409.0	99.0	11.0	0.0	4.0	14.0	2.0	2.0	319.0	22.0	0.0	48.0	67.0
gRNA_2494	Ctnnb1	187.0	309.0	1251.0	1212.0	240.0	1964.0	324.0	1.0	15.0	0.0	1.0	147.0	22.0	6.0	1.0	1207.0	575.0	16.0	649.0	298.0
gRNA_2521	Cul3	607.0	891.0	1092.0	578.0	154.0	451.0	55.0	5039.0	416.0	509.0	11.0	32.0	245.0	18.0	1.0	119.0	53.0	1.0	15.0	25.0
gRNA_2526	Cul3	1087.0	493.0	397.0	220.0	104.0	349.0	19.0	3.0	5.0	74.0	20.0	83.0	152.0	25.0	1.0	558.0	170.0	5.0	98.0	76.0
gRNA_2527	Cul3	167.0	342.0	566.0	285.0	92.0	413.0	21.0	665.0	39.0	77.0	0.0	25.0	40.0	6.0	0.0	219.0	25.0	2.0	33.0	59.0
gRNA_2568	Daxx	954.0	1259.0	463.0	1005.0	367.0	331.0	574.0	106.0	18.0	50.0	6.0	24.0	30.0	6.0	1.0	2108.0	1477.0	60.0	1282.0	1050.0
gRNA_2569	Daxx	232.0	190.0	80.0	221.0	179.0	0.0	359.0	3.0	3.0	48.0	2.0	274.0	262.0	24.0	2.0	564.0	109.0	4.0	144.0	266.0
gRNA_2620	Dicer1	2087.0	2602.0	899.0	1834.0	1505.0	981.0	541.0	1252.0	549.0	1418.0	217.0	134.0	170.0	17.0	15.0	1675.0	664.0	94.0	650.0	535.0
gRNA_2645	Dis3	30.0	3.0	5.0	2.0	113.0	78.0	22.0	130.0	15.0	135.0	0.0	152.0	177.0	16.0	0.0	161.0	40.0	4.0	9.0	12.0
gRNA_2648	Dis3	235.0	1082.0	222.0	185.0	9.0	42.0	782.0	478.0	33.0	269.0	5.0	36.0	93.0	12.0	2.0	367.0	235.0	3.0	160.0	135.0
gRNA_2649	Dis3	1523.0	1905.0	3172.0	1001.0	420.0	2766.0	409.0	98.0	24.0	140.0	0.0	0.0	0.0	2.0	5.0	1936.0	1280.0	46.0	1291.0	348.0
gRNA_2657	Dis3	1165.0	922.0	660.0	575.0	226.0	249.0	295.0	2.0	6961.0	55.0	1.0	135.0	307.0	24.0	2.0	813.0	423.0	11.0	542.0	540.0
gRNA_2658	Dis3	277.0	19.0	159.0	52.0	7.0	50.0	382.0	2.0	0.0	4.0	71.0	1.0	0.0	0.0	2.0	151.0	127.0	6.0	120.0	108.0
gRNA_2671	Dnmt1	54.0	162.0	20.0	63.0	87.0	145.0	4.0	0.0	1.0	122.0	0.0	63.0	273.0	25.0	1.0	55.0	8.0	0.0	20.0	82.0
gRNA_2679	Dnmt3a	315.0	434.0	594.0	862.0	36.0	79.0	708.0	189.0	25.0	0.0	223.0	56.0	186.0	21.0	0.0	434.0	93.0	3.0	147.0	185.0
gRNA_2683	Dnmt3a	1024.0	669.0	434.0	836.0	252.0	998.0	434.0	334.0	43.0	0.0	0.0	151.0	250.0	30.0	3.0	713.0	159.0	10.0	133.0	152.0
gRNA_2684	Dnmt3a	290.0	478.0	761.0	115.0	108.0	2073.0	1016.0	74.0	15.0	68.0	60.0	16.0	8.0	2.0	7.0	241.0	86.0	5.0	81.0	38.0
gRNA_2691	Dnmt3a	464.0	1086.0	1089.0	279.0	47.0	123.0	281.0	626.0	102.0	352.0	231.0	1.0	1.0	2.0	1.0	1443.0	543.0	18.0	672.0	418.0
gRNA_2692	Dnmt3a	8553.0	4249.0	2573.0	4596.0	850.0	3768.0	800.0	842.0	353.0	2423.0	385.0	81.0	182.0	33.0	9.0	1450.0	544.0	74.0	372.0	390.0
gRNA_2693	Dnmt3a	3132.0	5193.0	2470.0	2970.0	829.0	1285.0	1831.0	1352.0	154.0	3948.0	187.0	664.0	734.0	81.0	3.0	2267.0	1156.0	25.0	1145.0	925.0
gRNA_2694	Dnmt3a	1774.0	6094.0	1743.0	1526.0	1055.0	1408.0	9386.0	1082.0	158.0	25266.0	184.0	23.0	380.0	40.0	5.0	1259.0	356.0	16.0	307.0	383.0
gRNA_2696	Dnmt3a	6508.0	4431.0	2040.0	3242.0	3068.0	4033.0	2307.0	61.0	81.0	219.0	222.0	4.0	3.0	3.0	7.0	731.0	234.0	15.0	263.0	185.0
gRNA_2697	Dnmt3a	1555.0	924.0	1975.0	1861.0	387.0	2208.0	882.0	123.0	44.0	57.0	61.0	5.0	62.0	5.0	2.0	1162.0	332.0	5.0	320.0	277.0
gRNA_2698	Dnmt3a	2434.0	2410.0	2804.0	1306.0	1677.0	1829.0	2716.0	462.0	114.0	4667.0	202.0	151.0	311.0	20.0	9.0	1946.0	637.0	13.0	775.0	878.0
gRNA_2702	Dnmt3a	122.0	241.0	23.0	166.0	75.0	19.0	344.0	4.0	7.0	0.0	0.0	17.0	78.0	6.0	0.0	824.0	335.0	18.0	254.0	239.0
gRNA_2703	Dnmt3a	539.0	1299.0	501.0	408.0	401.0	660.0	51.0	100.0	15.0	41.0	140.0	332.0	604.0	49.0	3.0	636.0	162.0	6.0	167.0	118.0
gRNA_2723	Dnmt3a	1196.0	832.0	811.0	1845.0	200.0	279.0	90.0	2.0	36.0	0.0	47.0	25.0	98.0	9.0	2.0	931.0	235.0	7.0	155.0	209.0
gRNA_2724	Dnmt3a	2701.0	1661.0	2388.0	1408.0	584.0	1201.0	358.0	15.0	933.0	142.0	503.0	228.0	211.0	19.0	6.0	1036.0	885.0	33.0	1050.0	887.0
gRNA_2739	Dnmt3a	1123.0	3095.0	2961.0	872.0	1094.0	2120.0	7637.0	155.0	37.0	256.0	406.0	127.0	333.0	43.0	6.0	2725.0	941.0	66.0	1030.0	1078.0
gRNA_2747	Dnmt3a	612.0	574.0	443.0	125.0	92.0	166.0	331.0	62.0	7.0	5.0	1706.0	184.0	40.0	8.0	5.0	155.0	25.0	0.0	55.0	61.0
gRNA_2748	Dnmt3a	1179.0	1130.0	692.0	1478.0	468.0	1584.0	1552.0	13.0	28.0	585.0	274.0	58.0	79.0	8.0	1.0	170.0	30.0	2.0	55.0	54.0
gRNA_2775	Dnmt3a	4055.0	4723.0	4128.0	5312.0	797.0	1986.0	2592.0	968.0	254.0	880.0	237.0	299.0	405.0	42.0	6.0	2086.0	1318.0	47.0	510.0	660.0
gRNA_2776	Dnmt3a	1795.0	994.0	2897.0	720.0	60.0	1562.0	5296.0	1419.0	129.0	51.0	56.0	40.0	59.0	7.0	7.0	1319.0	684.0	20.0	580.0	439.0
gRNA_2777	Dnmt3a	712.0	1208.0	927.0	930.0	193.0	490.0	994.0	12.0	1596.0	242.0	11.0	32.0	86.0	5.0	2.0	1258.0	552.0	11.0	352.0	486.0
gRNA_2778	Dnmt3a	219.0	284.0	856.0	31.0	111.0	995.0	44.0	165.0	22.0	0.0	1302.0	32.0	117.0	20.0	18.0	550.0	254.0	7.0	273.0	208.0
gRNA_2784	Dnmt3a	155.0	107.0	56.0	30.0	115.0	113.0	182.0	25.0	15.0	115.0	1.0	327.0	263.0	43.0	5.0	242.0	108.0	7.0	128.0	100.0
gRNA_2785	Dnmt3a	442.0	545.0	323.0	39.0	179.0	3235.0	196.0	159.0	17.0	38.0	62.0	248.0	128.0	14.0	4.0	607.0	244.0	36.0	162.0	330.0
gRNA_2794	Dnmt3a	649.0	984.0	818.0	1191.0	547.0	142.0	55.0	867.0	88.0	260.0	306.0	17.0	156.0	64.0	7.0	1911.0	1141.0	23.0	1148.0	558.0
gRNA_2802	Dnmt3a	2282.0	3844.0	2336.0	3189.0	277.0	651.0	1679.0	13.0	43.0	794.0	254.0	180.0	65.0	8.0	7.0	1453.0	650.0	15.0	531.0	541.0
gRNA_2803	Dnmt3a	1999.0	3117.0	3701.0	5393.0	1501.0	2191.0	519.0	4104.0	415.0	109.0	138.0	227.0	430.0	45.0	8.0	930.0	267.0	12.0	340.0	266.0
gRNA_2810	Dnmt3a	633.0	676.0	1020.0	2622.0	202.0	177.0	1062.0	89.0	35.0	291.0	1.0	204.0	391.0	38.0	4.0	1201.0	811.0	31.0	620.0	267.0
gRNA_2842	Dot1l	725.0	645.0	1069.0	559.0	309.0	303.0	331.0	275.0	648.0	3481.0	43.0	181.0	142.0	16.0	3.0	1425.0	813.0	18.0	618.0	632.0
gRNA_2891	Drosha	583.0	740.0	213.0	260.0	167.0	20.0	1703.0	145.0	14.0	533.0	0.0	1.0	1.0	0.0	0.0	534.0	255.0	5.0	357.0	225.0
gRNA_2892	Drosha	13.0	389.0	1227.0	14.0	349.0	207.0	146.0	69.0	11.0	0.0	1.0	57.0	19.0	4.0	1.0	593.0	151.0	4.0	198.0	97.0
gRNA_2914	Drosha	1202.0	686.0	471.0	1386.0	79.0	63.0	187.0	27.0	1454.0	15.0	616.0	230.0	330.0	32.0	3.0	295.0	50.0	3.0	63.0	33.0
gRNA_2917	Dtx1	1194.0	1410.0	374.0	1836.0	768.0	197.0	296.0	130.0	30.0	113.0	105.0	36.0	93.0	6.0	3.0	617.0	329.0	7.0	235.0	248.0
gRNA_2918	Dtx1	6984.0	4294.0	6063.0	1392.0	950.0	1096.0	1350.0	1961.0	504.0	3416.0	1930.0	211.0	391.0	82.0	12.0	3003.0	1522.0	47.0	1592.0	1237.0
gRNA_2947	Eed	360.0	882.0	777.0	195.0	269.0	825.0	1471.0	516.0	60.0	3.0	3.0	341.0	202.0	21.0	11.0	630.0	247.0	12.0	333.0	110.0
gRNA_2949	Eed	1353.0	737.0	460.0	683.0	358.0	1126.0	287.0	31.0	26.0	31.0	1.0	0.0	0.0	0.0	2.0	559.0	331.0	9.0	186.0	170.0
gRNA_2950	Eed	276.0	321.0	369.0	317.0	71.0	345.0	1601.0	134.0	78.0	369.0	74.0	154.0	184.0	21.0	0.0	334.0	25.0	0.0	59.0	148.0
gRNA_2951	Eed	453.0	515.0	590.0	304.0	75.0	782.0	1928.0	33.0	15.0	9615.0	68.0	90.0	80.0	14.0	2.0	233.0	45.0	2.0	71.0	29.0
gRNA_2952	Eed	308.0	317.0	188.0	131.0	90.0	158.0	201.0	5.0	3.0	0.0	0.0	2.0	6.0	0.0	0.0	101.0	27.0	2.0	14.0	7.0
gRNA_2956	Eed	413.0	237.0	115.0	236.0	29.0	469.0	28.0	0.0	60.0	7.0	8.0	29.0	46.0	4.0	1.0	317.0	185.0	6.0	113.0	110.0
gRNA_2957	Eed	592.0	268.0	301.0	163.0	21.0	269.0	75.0	48.0	8.0	391.0	3.0	0.0	0.0	0.0	2.0	1053.0	579.0	9.0	253.0	366.0
gRNA_2963	Egfr	451.0	1038.0	1571.0	798.0	262.0	395.0	350.0	73.0	484.0	32.0	500.0	141.0	308.0	31.0	3.0	512.0	317.0	6.0	300.0	203.0
gRNA_2971	Egfr	3416.0	3175.0	2367.0	2900.0	1472.0	844.0	1963.0	263.0	188.0	1868.0	210.0	49.0	164.0	21.0	4.0	2041.0	688.0	25.0	777.0	486.0
gRNA_2975	Egfr	830.0	1581.0	548.0	559.0	478.0	980.0	664.0	3407.0	270.0	9030.0	25.0	28.0	146.0	7.0	4.0	428.0	101.0	3.0	163.0	270.0
gRNA_2981	Egfr	5197.0	4668.0	3524.0	2572.0	1674.0	3550.0	12963.0	2557.0	1017.0	945.0	3148.0	293.0	595.0	67.0	19.0	2244.0	843.0	64.0	848.0	882.0
gRNA_3011	Egfr	684.0	863.0	721.0	470.0	157.0	545.0	291.0	123.0	18.0	216.0	41.0	526.0	580.0	44.0	4.0	942.0	162.0	6.0	135.0	296.0
gRNA_3012	Egfr	1022.0	1314.0	385.0	1009.0	197.0	186.0	139.0	13.0	19.0	5.0	1.0	17.0	60.0	6.0	0.0	143.0	45.0	4.0	139.0	33.0
